# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
500 -53.2617 -21.5616 -150.661 12.4374 25.7771 -125.192 -1.8894
1000 0.380802 1.26511 -3.37994 3.25723 4.85417 -108.217 -5.63388
1500 -2.95289 -1.79373 -6.25879 -0.80617 14.5178 -78.7751 -24.307
2000 1.95592 2.28495 2.44987 1.13294 16.8015 6.28072 -7.02156
2500 -1.72451 -2.36053 -1.86613 -0.946857 9.82637 70.1749 -3.86663
3000 1.35111 2.41088 -1.08589 2.72835 28.4908 45.8973 13.4984
3500 0.00989432 0.755931 0.993637 -1.71989 28.0237 -6.79889 26.5936
4000 2.24732 0.699913 1.37497 4.66707 32.5509 -37.4591 17.9033
4500 1.86376 3.19624 2.22485 0.170203 32.3078 -46.1488 7.77116
5000 0.19136 -1.98604 0.828371 1.73175 14.262 -66.3549 -12.0715
5500 0.376325 2.55535 -0.965561 -0.460817 23.516 -32.9152 -0.645527
6000 1.75643 2.79254 1.78661 0.690134 24.5572 19.5094 -2.20264
6500 0.53646 -2.37143 1.17598 2.80483 24.0547 29.0896 1.93439
7000 2.41739 4.67382 1.80443 0.773927 22.2847 -9.52973 4.8297
7500 -1.47144 -2.51079 -2.89641 0.992889 34.5069 -19.432 -3.59046
8000 1.94128 1.89752 2.47039 1.45592 30.0601 -19.3255 18.9237
8500 0.671315 0.209445 2.52768 -0.723178 28.8933 -26.6848 -1.56107
9000 1.70401 2.548 1.73257 0.831442 35.8729 -7.35096 1.52001
9500 -0.43503 -1.07194 0.567985 -0.801134 33.9941 -8.24063 13.6541
10000 1.95634 1.20743 -0.579871 5.24147 31.4853 -11.8116 -1.24646
10500 0.16281 2.15808 -0.522557 -1.14709 31.5515 -29.3266 -7.17487
11000 1.16087 -4.699 5.82164 2.35999 35.2056 -26.6263 -2.84497
11500 0.588305 5.12354 -1.67952 -1.6791 33.175 -14.459 -13.4193
12000 1.10715 -1.01243 2.21924 2.11466 29.3598 14.5946 0.86306
12500 1.48995 4.28932 1.63066 -1.45014 28.2365 -23.9874 4.66844
13000 0.228826 -0.229366 -0.0974987 1.01334 35.3806 -13.1183 6.09203
13500 1.86234 1.951 1.41156 2.22446 32.0556 -16.2115 -2.45669
14000 1.25249 2.74949 -2.56866 3.57663 24.6071 -31.8328 -11.8048
14500 -0.752758 0.247187 1.74065 -4.24611 42.7718 -22.8211 -4.73223
15000 3.78901 1.14714 5.49577 4.72411 30.0344 -2.19176 -22.2418
15500 1.69485 1.40122 1.89205 1.79127 43.9588 -1.9909 -9.14689
16000 -1.29713 -0.267951 -2.87873 -0.744716 43.9341 -12.3371 1.76194
16500 1.67063 1.73851 0.405936 2.86744 30.6153 -14.5195 -2.26532
17000 0.281571 -1.45412 3.71481 -1.41598 45.8331 -12.1864 0.120809
17500 2.74958 3.70527 2.36023 2.18325 39.4148 13.3011 -11.1689
18000 0.743921 1.58103 -1.84327 2.494 22.8638 -19.7769 -8.40054
18500 -0.976008 0.655991 1.39685 -4.98086 15.1485 4.72075 -19.7567
19000 1.74309 -1.43583 2.17921 4.48589 26.103 0.543673 -11.8341
19500 1.20687 1.84958 0.552978 1.21806 29.1141 -2.95189 1.18544
20000 1.2374 1.71046 0.700684 1.30106 19.5496 -15.8861 -6.86428
20500 1.17579 0.832765 1.14319 1.55142 25.375 -0.812924 -7.34565
21000 -0.187407 0.860007 -1.59808 0.175854 24.9282 8.50437 -2.99115
21500 0.508016 0.652342 0.322638 0.549068 29.9308 -11.7274 -4.97454
22000 1.3948 1.64675 1.55057 0.987072 29.523 0.798895 -6.87463
22500 1.71368 1.88784 1.34026 1.91293 16.1686 -3.7972 2.09886
23000 0.516598 2.70064 -1.83151 0.680666 19.7 -5.2366 12.1589
23500 1.11222 -2.82555 6.80729 -0.645072 22.4002 -12.1098 -0.774858
24000 -0.353491 1.79785 -5.04245 2.18413 28.4909 -7.605 11.5634
24500 1.42148 0.686642 1.59824 1.97956 24.3528 -22.1098 16.7259
25000 2.34599 3.42445 3.04685 0.566664 16.613 -14.209 17.236
