# Time-averaged data for fix vv
# TimeStep v_l1 v_l2 v_l3 v_vs
500 153.028 75.1266 217.574 2.50135e+06
1000 153.162 73.7839 217.646 2.45959e+06
1500 152.904 73.486 217.791 2.44716e+06
2000 152.64 73.2982 217.457 2.43296e+06
2500 152.397 73.264 217.147 2.42449e+06
3000 152.452 73.1238 217.207 2.42139e+06
3500 152.506 73.1267 217.143 2.42164e+06
4000 152.571 73.1514 217.044 2.42238e+06
4500 152.582 73.1121 217.285 2.42393e+06
5000 152.574 73.0545 217.576 2.42515e+06
5500 152.384 73.0563 217.499 2.42134e+06
6000 152.434 73.0924 217.177 2.41973e+06
6500 152.351 73.0234 217.153 2.41587e+06
7000 152.327 72.9666 217.298 2.41522e+06
7500 152.387 73.0799 217.198 2.41881e+06
8000 152.355 73.0737 217.265 2.41884e+06
8500 152.456 72.997 217.199 2.41717e+06
9000 152.327 72.9754 217.283 2.41534e+06
9500 152.296 73.0645 217.299 2.41799e+06
10000 152.391 73.0664 217.204 2.41849e+06
10500 152.33 73.0182 217.339 2.41744e+06
11000 152.327 72.9893 217.412 2.41724e+06
11500 152.284 73.1235 217.233 2.41901e+06
12000 152.241 73.1103 217.145 2.41691e+06
12500 152.323 72.9707 217.395 2.41637e+06
13000 152.401 73.0286 217.232 2.41771e+06
13500 152.482 73.0053 217.075 2.41647e+06
14000 152.402 73.0646 217.277 2.41943e+06
14500 152.552 72.984 217.291 2.41929e+06
15000 152.514 73.0584 216.892 2.41671e+06
15500 152.413 73.082 217.097 2.41816e+06
16000 152.398 73.0966 217.353 2.42127e+06
16500 152.404 73.0006 217.297 2.41755e+06
17000 152.425 73.0348 217.052 2.4163e+06
17500 152.532 73.0973 216.939 2.41879e+06
18000 152.5 73.0579 217.152 2.41935e+06
18500 152.49 73.1756 216.957 2.42092e+06
19000 152.358 73.1602 216.955 2.4183e+06
19500 152.437 73.0284 217.068 2.41645e+06
20000 152.411 72.9869 217.216 2.41632e+06
20500 152.339 73.0702 217.139 2.41707e+06
21000 152.361 73.0384 216.969 2.41448e+06
21500 152.374 73.0132 217.055 2.41482e+06
22000 152.382 72.9874 217.103 2.41461e+06
22500 152.329 72.9354 217.056 2.41153e+06
23000 152.373 72.9997 216.888 2.41248e+06
23500 152.453 72.8833 216.927 2.41033e+06
24000 152.416 72.8804 217.102 2.4116e+06
24500 152.356 72.7921 217.266 2.40954e+06
25000 152.276 72.8257 217.345 2.41027e+06
25500 152.381 72.8549 217.058 2.40971e+06
26000 152.452 72.9453 216.97 2.41285e+06
26500 152.405 72.9276 217.041 2.41231e+06
27000 152.467 72.9468 216.806 2.4113e+06
27500 152.582 72.9616 216.734 2.41282e+06
28000 152.569 73.0048 216.734 2.41405e+06
28500 152.488 72.9724 216.79 2.41231e+06
29000 152.471 72.9453 216.753 2.41074e+06
29500 152.488 73.01 216.708 2.41265e+06
30000 152.557 72.9942 216.8 2.41423e+06
30500 152.706 73.0094 216.711 2.4161e+06
31000 152.699 72.9761 216.7 2.41478e+06
31500 152.824 73.0069 216.677 2.41752e+06
32000 152.69 72.9914 216.782 2.41606e+06
32500 152.785 72.9313 216.634 2.41391e+06
33000 152.717 72.9434 216.599 2.41284e+06
33500 152.607 72.9784 216.494 2.41109e+06
34000 152.552 72.9638 216.559 2.41047e+06
34500 152.699 72.9379 216.647 2.41291e+06
35000 152.699 73.0062 216.921 2.41823e+06
35500 152.828 72.979 216.63 2.41612e+06
36000 152.893 73.069 216.243 2.41581e+06
36500 152.679 73.1121 216.224 2.41364e+06
37000 152.694 73.1261 216.213 2.41421e+06
37500 152.672 73.0712 216.074 2.41051e+06
38000 152.655 73.0397 216.344 2.4122e+06
38500 152.678 73.0372 216.497 2.41419e+06
39000 152.745 73.0478 216.393 2.41445e+06
39500 152.645 72.9528 216.564 2.41162e+06
40000 152.532 73.0021 216.792 2.41402e+06
40500 152.516 72.9661 216.727 2.41185e+06
41000 152.688 73.0451 216.431 2.41388e+06
41500 152.709 73.0092 216.403 2.41271e+06
42000 152.757 73.0884 216.449 2.41661e+06
42500 152.731 73.1265 216.247 2.4152e+06
43000 152.745 73.0414 216.292 2.4131e+06
43500 152.945 73.0282 216.375 2.41676e+06
44000 153.041 72.9534 216.323 2.41521e+06
44500 152.997 73.0235 216.014 2.41339e+06
45000 152.924 72.882 216.459 2.41251e+06
45500 152.807 72.8234 216.649 2.41084e+06
46000 152.836 72.829 216.574 2.41066e+06
46500 152.759 72.89 216.341 2.40888e+06
47000 152.803 72.8636 216.193 2.40704e+06
47500 152.761 72.8308 216.331 2.40684e+06
48000 152.726 72.81 216.398 2.40634e+06
48500 152.824 72.8348 216.355 2.40822e+06
49000 152.818 72.8046 216.389 2.40751e+06
49500 152.855 72.8695 216.504 2.41153e+06
50000 152.824 72.8802 216.323 2.40938e+06
50500 152.799 72.9066 216.349 2.41013e+06
