# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
93500 1.09948 0.67892 0.935996 1.68354 -0.841763 -10.1293 5.95906
94000 1.31396 2.3421 1.0553 0.544483 4.13259 -5.82858 5.76814
94500 1.06779 1.60643 1.86932 -0.272372 1.77368 -7.83404 9.60851
95000 0.418809 -1.01664 1.51264 0.760422 -1.24154 11.011 7.86205
95500 0.614526 2.1845 -0.756983 0.41606 -0.561236 15.2885 5.17346
96000 1.63016 0.640103 1.60037 2.64999 -1.95817 -2.24811 0.769158
96500 1.22755 1.03326 1.6056 1.04378 -0.599329 7.53659 2.95994
97000 0.186649 -0.566708 -0.317552 1.44421 1.35915 8.0226 2.34302
97500 1.11852 2.59315 0.61321 0.149195 -4.39989 -16.43 4.66116
98000 1.71553 0.478983 2.07524 2.59235 -2.07743 -19.365 5.36234
98500 0.330142 1.24626 0.147031 -0.402868 -6.54006 -8.63465 6.58895
99000 0.568348 1.23598 0.27029 0.198778 -1.17146 -5.50128 6.59594
99500 1.86146 1.08497 2.66262 1.8368 -4.09841 -0.835436 12.558
100000 1.22392 1.11267 0.67203 1.88706 -2.6644 9.35289 12.9052
100500 0.763816 1.2418 1.10955 -0.0599086 -2.09878 -0.0235964 7.37833
101000 2.06064 2.19672 2.7958 1.18941 -3.93184 -20.4053 0.138187
101500 -0.140236 -0.820703 -0.691918 1.09191 -1.5375 -1.01295 4.92359
102000 1.65341 2.16378 1.86497 0.931461 -5.03089 -7.48514 10.6198
102500 1.18186 0.83433 1.35551 1.35573 1.8355 -15.1367 8.94855
103000 0.36482 -0.116315 0.233754 0.977022 -2.30304 -9.78685 5.01987
103500 0.837903 1.88885 0.310313 0.314548 -2.04447 17.4599 3.70091
104000 1.18478 0.78841 0.740783 2.02514 -2.88902 -6.62848 1.99586
104500 1.06552 0.879717 2.20733 0.109505 1.10257 -2.48793 -1.47273
105000 0.379266 0.111438 0.370848 0.655511 -2.19133 -14.1883 -3.47914
105500 2.08174 0.986515 3.40359 1.85512 1.50711 -16.3913 -0.356024
106000 1.08663 1.86163 0.0416642 1.3566 0.621725 -3.9686 6.66669
106500 1.104 0.720337 1.43438 1.1573 -0.732428 -12.4559 16.6963
107000 0.504047 1.30921 -0.352853 0.555787 2.81357 9.96784 14.9491
107500 0.113607 0.590452 0.296818 -0.546448 -5.08389 11.2563 5.42928
108000 1.64657 1.59715 1.27126 2.07131 -1.12304 -15.8048 4.65686
108500 0.789986 -0.436585 1.77624 1.0303 3.31832 -12.4013 9.97985
109000 2.40968 2.97389 2.59213 1.66303 3.922 -1.89734 9.78037
109500 -0.253115 -0.722759 0.307319 -0.343905 0.775664 -4.72692 3.3417
110000 1.07089 0.759879 1.18972 1.26309 0.859594 -0.440073 2.60809
110500 1.27892 2.1702 -0.456196 2.12277 -0.360593 -5.78431 0.849855
111000 1.25632 1.49617 0.950514 1.32228 6.12733 -2.00373 5.10232
111500 0.47018 -0.246382 1.41529 0.241633 -4.72339 9.90236 4.21525
112000 0.220406 0.7399 0.966526 -1.04521 -3.37278 13.073 0.894346
112500 2.4736 1.95697 2.01583 3.44802 -0.699539 -4.44184 -2.89111
113000 0.722944 0.40926 1.20053 0.559039 -2.03511 6.20856 6.854
113500 1.10963 1.54281 -0.732762 2.51883 1.14033 -14.5305 11.4283
114000 1.00707 1.39009 2.09822 -0.467113 -1.46492 -9.15336 7.33297
114500 0.435874 0.819932 0.0923274 0.395364 3.78245 -8.30323 -1.85257
115000 2.00043 1.76256 2.8951 1.34361 -4.63713 4.22467 -0.28667
115500 0.70532 0.576036 -0.60905 2.14897 -2.71553 -5.81599 1.91777
116000 -0.0184166 1.04563 -0.222267 -0.878611 -0.796722 -7.78466 7.40906
116500 1.50887 0.389536 2.35879 1.77827 -3.08804 7.23941 -4.66047
117000 1.86375 2.63848 1.81637 1.13641 4.95908 0.830052 -3.04661
117500 -0.57523 -2.09726 -0.357703 0.729275 -3.02158 6.61066 -0.437374
118000 1.46708 2.60729 0.0835065 1.71044 -3.40683 7.71779 2.23247
118500 1.40527 1.65639 1.75039 0.809033 1.38642 -8.29186 8.75096
119000 0.541896 0.620067 1.1949 -0.189277 -0.0767852 -1.2502 -2.55832
119500 0.694733 -0.0727927 1.57892 0.578077 1.95652 0.25898 -2.26569
120000 1.16491 0.801816 1.10625 1.58668 0.10561 9.1211 -0.800277
120500 1.76345 2.69595 0.558235 2.03616 0.459784 -2.24095 12.4932
121000 1.02407 0.810869 0.927247 1.33409 -6.87902 -16.3529 12.292
121500 1.34699 1.28244 1.62736 1.13117 -3.80827 -4.59367 10.7782
122000 0.692115 0.819208 1.65025 -0.393114 0.678957 7.84463 13.4495
122500 1.21059 0.846121 0.419881 2.36578 2.75038 -5.58803 7.12819
123000 0.488676 0.1291 1.42221 -0.0852792 -3.01607 -7.38506 -3.04984
123500 0.832665 1.65482 0.0119863 0.83119 -3.07324 3.5731 2.45239
124000 1.4437 1.32645 1.63988 1.36477 -5.00354 12.3197 0.114257
124500 1.46753 1.52333 2.11495 0.764315 -1.23159 -5.23283 -2.63777
125000 0.216313 0.536045 -0.859194 0.972088 -0.686818 -6.80013 2.37503
125500 1.30504 1.01756 1.5411 1.35645 -3.83458 -6.9507 8.06686
126000 1.55678 1.552 2.3249 0.793442 -1.97881 -8.02958 2.71777
126500 -0.157079 -0.00931208 -0.583514 0.121588 2.02467 11.8624 1.30785
127000 1.8997 1.95607 1.71768 2.02535 -0.747982 3.24026 -12.996
127500 0.155369 -0.132879 -0.172151 0.771138 -2.10362 -2.2839 -7.99168
128000 1.87031 2.30528 2.02205 1.28359 -5.75746 -2.94363 -9.11749
128500 0.918411 0.817993 1.05089 0.886351 -9.76999 -2.098 -4.79424
129000 0.550825 0.212953 -0.682698 2.12222 -6.89371 -8.52012 0.497806
129500 0.959572 1.71584 1.71744 -0.554568 -4.003 -8.60335 4.81752
130000 1.31962 0.450848 1.31595 2.19206 2.99041 -3.9544 13.325
130500 1.26174 1.21548 2.82296 -0.253213 -1.56411 11.9926 6.87038
131000 0.517468 0.996254 -0.720678 1.27683 1.82174 6.9659 6.99236
131500 1.28158 0.702738 1.17633 1.96568 -3.57888 1.47054 1.39035
132000 0.587527 1.97012 0.209439 -0.416978 -2.06335 4.03102 6.0841
132500 1.1166 0.448891 1.79401 1.10689 -2.54704 -1.25976 -0.274976
133000 0.439262 -1.00454 0.814584 1.50774 -3.22899 -10.0119 -3.92555
133500 2.01234 3.34009 0.729789 1.96715 -4.19791 -3.85548 -1.10677
134000 1.2957 0.861063 2.73444 0.291597 -3.96839 -2.77173 -4.49437
134500 -0.136946 0.331339 -0.735933 -0.00624392 0.930557 1.94069 3.80147
135000 1.61585 2.50751 1.3108 1.02923 -5.94665 4.95662 -0.513337
135500 1.16778 0.540781 1.82711 1.13546 -4.68869 -16.8019 2.29341
136000 0.537501 0.226509 -0.327448 1.71344 -0.387604 -5.52787 7.12079
136500 0.95734 1.95316 0.882549 0.0363122 -0.047455 -0.051904 4.68641
137000 2.34019 1.8803 3.11732 2.02296 -3.18065 -1.17432 -1.85404
137500 0.394525 0.406773 -0.117858 0.894661 -0.626173 6.08537 1.92495
138000 0.0272093 -1.3832 0.29105 1.17377 -5.89178 -0.525486 -5.50865
138500 1.38551 1.49881 2.32433 0.333386 -0.276494 16.0187 1.7021
139000 1.10919 2.48601 -0.831887 1.67346 -0.701655 8.90476 11.11
139500 1.48241 0.543336 2.74664 1.15724 -3.98186 16.5663 7.92178
140000 0.589922 1.63635 0.641015 -0.507605 0.587868 -2.17751 8.67279
