# Time-averaged data for fix vv
# TimeStep v_l1 v_l2 v_l3 v_vs
69000 301.804 149.892 219.928 9.94914e+06
69500 301.96 149.917 219.771 9.94884e+06
70000 302.012 149.896 219.573 9.94013e+06
70500 301.993 149.886 219.64 9.94188e+06
71000 301.889 149.912 219.73 9.9443e+06
71500 301.852 149.949 219.764 9.94704e+06
72000 301.793 149.913 219.983 9.95263e+06
72500 301.768 149.929 219.982 9.95281e+06
73000 301.682 150.004 219.883 9.95046e+06
73500 301.803 149.898 220.022 9.9537e+06
74000 301.624 149.849 220.09 9.94764e+06
74500 301.744 149.903 219.868 9.94515e+06
75000 301.902 149.855 219.758 9.94218e+06
75500 301.702 149.945 219.829 9.94482e+06
76000 301.882 149.942 219.762 9.94748e+06
76500 301.779 149.941 219.839 9.94751e+06
77000 301.709 149.826 219.971 9.94354e+06
77500 301.909 149.812 219.876 9.94488e+06
78000 301.943 149.807 219.769 9.94082e+06
78500 302.054 149.773 219.736 9.94077e+06
79000 301.841 149.86 219.785 9.9417e+06
79500 301.958 149.86 219.776 9.94516e+06
80000 301.955 149.867 219.772 9.94535e+06
80500 301.988 149.839 219.754 9.94378e+06
81000 301.976 149.869 219.665 9.94138e+06
81500 302.112 149.788 219.783 9.94581e+06
82000 301.957 149.783 219.827 9.94233e+06
82500 302.088 149.9 219.679 9.94773e+06
83000 302.135 149.944 219.639 9.95041e+06
83500 301.988 149.925 219.6 9.94255e+06
84000 302.246 149.864 219.448 9.94008e+06
84500 301.97 149.966 219.561 9.94288e+06
85000 302.105 149.883 219.67 9.94673e+06
85500 301.877 149.92 219.728 9.94433e+06
86000 302.078 149.979 219.519 9.94541e+06
86500 302.012 149.966 219.6 9.94605e+06
87000 301.89 149.84 219.826 9.94388e+06
87500 301.966 149.855 219.744 9.94369e+06
88000 302.139 149.927 219.589 9.94714e+06
88500 302.194 149.919 219.504 9.9445e+06
89000 302.264 149.911 219.433 9.94309e+06
89500 302.122 149.926 219.565 9.94536e+06
90000 301.875 149.91 219.616 9.9385e+06
90500 301.984 149.855 219.669 9.94081e+06
91000 302.112 149.843 219.623 9.94222e+06
91500 302.194 149.9 219.591 9.94723e+06
92000 301.912 149.898 219.763 9.94563e+06
92500 301.861 149.83 219.863 9.94393e+06
93000 301.868 149.914 219.798 9.94678e+06
93500 301.899 149.919 219.767 9.94673e+06
94000 301.912 149.91 219.781 9.94719e+06
94500 302.037 149.898 219.652 9.94469e+06
95000 302.102 149.891 219.585 9.94338e+06
95500 301.877 149.852 219.796 9.9429e+06
96000 301.875 149.894 219.751 9.94358e+06
96500 302.12 149.915 219.583 9.94547e+06
97000 302.037 149.9 219.569 9.9411e+06
97500 302.106 149.872 219.635 9.94445e+06
98000 301.766 149.868 219.878 9.94401e+06
98500 301.912 149.895 219.716 9.94324e+06
99000 302.076 149.909 219.514 9.94049e+06
99500 302.265 149.849 219.479 9.94113e+06
100000 302.232 149.837 219.635 9.94626e+06
100500 302.078 149.924 219.71 9.95039e+06
101000 301.816 149.963 219.788 9.94787e+06
101500 301.838 149.939 219.775 9.94644e+06
102000 301.935 149.922 219.778 9.94863e+06
102500 302.101 149.929 219.692 9.95065e+06
103000 301.84 149.915 219.799 9.94599e+06
103500 301.804 149.875 219.856 9.94471e+06
104000 301.638 149.891 219.918 9.94308e+06
104500 301.798 149.883 219.835 9.94412e+06
105000 301.683 149.938 219.763 9.9407e+06
105500 301.703 149.901 219.815 9.94126e+06
106000 301.944 149.852 219.785 9.94459e+06
106500 301.901 149.803 219.817 9.9414e+06
107000 301.84 149.886 219.839 9.94585e+06
107500 301.719 149.89 219.835 9.94196e+06
108000 301.746 149.898 219.863 9.94467e+06
108500 301.616 149.879 220.005 9.9455e+06
109000 301.595 149.957 220.083 9.95351e+06
109500 301.576 149.936 219.997 9.94763e+06
110000 301.84 149.942 219.805 9.94801e+06
110500 301.611 149.985 219.936 9.94927e+06
111000 301.652 149.975 219.861 9.94658e+06
111500 301.701 150.009 219.745 9.94522e+06
112000 301.77 149.922 219.739 9.94141e+06
112500 301.682 149.912 219.823 9.94165e+06
113000 301.662 149.912 219.957 9.94707e+06
113500 301.725 149.916 219.914 9.94743e+06
114000 301.787 149.863 219.911 9.94584e+06
114500 301.99 149.841 219.741 9.94339e+06
115000 302.051 149.904 219.664 9.94614e+06
115500 301.911 149.934 219.758 9.94775e+06
116000 301.894 149.912 219.795 9.94733e+06
116500 301.938 149.931 219.801 9.95036e+06
117000 301.656 149.935 219.904 9.94602e+06
117500 301.845 149.901 219.785 9.94454e+06
118000 301.642 149.932 219.82 9.94152e+06
118500 301.637 149.884 219.91 9.94222e+06
119000 301.716 149.867 219.908 9.94359e+06
119500 301.757 149.901 219.881 9.94605e+06
120000 301.727 149.907 219.838 9.9435e+06
120500 301.616 149.95 219.855 9.94344e+06
121000 301.639 149.864 219.96 9.94329e+06
121500 301.98 149.886 219.762 9.94701e+06
122000 302.048 149.905 219.493 9.93833e+06
122500 302.072 149.933 219.516 9.94198e+06
123000 302.051 149.94 219.498 9.94095e+06
123500 302.054 149.902 219.57 9.94178e+06
124000 302.033 149.939 219.583 9.94409e+06
124500 302.067 149.99 219.457 9.94297e+06
125000 302.17 149.904 219.433 9.93952e+06
125500 301.918 149.878 219.799 9.94608e+06
126000 301.871 149.853 219.885 9.94671e+06
126500 301.894 149.857 219.765 9.94237e+06
127000 301.941 149.92 219.719 9.94605e+06
127500 302.156 149.828 219.619 9.94242e+06
128000 301.938 149.857 219.667 9.93939e+06
128500 301.978 149.88 219.527 9.93592e+06
129000 301.951 149.838 219.601 9.93556e+06
129500 301.905 149.893 219.646 9.93977e+06
130000 302.133 149.869 219.582 9.94279e+06
130500 301.741 149.911 219.651 9.93578e+06
131000 301.689 149.894 219.819 9.94057e+06
131500 301.661 149.821 219.932 9.93986e+06
132000 301.883 149.756 219.939 9.94321e+06
132500 301.888 149.883 219.741 9.9428e+06
133000 301.869 149.834 219.75 9.93934e+06
133500 302.015 149.869 219.693 9.94387e+06
134000 301.781 149.823 219.804 9.93814e+06
134500 301.924 149.805 219.719 9.93781e+06
135000 301.764 149.876 219.687 9.93581e+06
135500 301.9 149.888 219.654 9.93956e+06
136000 301.974 149.868 219.678 9.94184e+06
136500 301.921 149.848 219.724 9.94081e+06
137000 301.988 149.861 219.672 9.94153e+06
137500 301.849 149.889 219.705 9.94035e+06
