# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
500 -57.2606 -45.9317 -153.656 27.8057 4.11125 -80.935 3.15125
1000 -0.377996 -6.41218 -6.93583 12.214 3.1797 -50.6854 4.86657
1500 -0.604524 -2.29165 -2.57873 3.05681 -0.179052 -30.0608 1.28744
2000 0.673464 2.99147 3.11724 -4.08832 -2.00943 15.645 4.40324
2500 0.754284 1.14263 0.911032 0.209194 1.45353 43.3735 8.47252
3000 0.86346 1.96422 0.253689 0.37247 -6.05587 38.1814 -0.0622398
3500 1.48942 1.98758 0.479648 2.00103 -7.59552 34.1223 0.412731
4000 0.774297 -1.43768 1.53888 2.22169 -11.8581 17.7564 -2.61624
4500 0.654249 -1.0316 0.965312 2.02903 -14.0789 6.82859 1.48752
5000 1.93648 1.30373 1.50537 3.00035 -9.78206 1.14915 -5.56652
5500 1.17086 -0.0770816 2.45213 1.13753 -7.29135 9.93085 -6.22424
6000 0.362275 0.138684 -1.12225 2.07039 -12.4762 -2.24263 -9.1074
6500 0.917024 -0.534731 1.81601 1.46979 -4.4226 -3.24348 -4.57868
7000 1.07153 3.03859 0.284709 -0.108714 -2.17323 24.6489 -5.09612
7500 -0.38473 -0.341869 0.170287 -0.982607 -6.76197 7.65482 -2.88793
8000 1.65733 2.96862 2.02149 -0.0181235 -0.623493 9.0692 6.44581
8500 0.767217 0.101733 -0.099075 2.29899 -1.06141 10.2513 11.1263
9000 1.50878 1.27966 0.499856 2.74684 3.0674 7.93381 -0.058566
9500 1.49283 0.144627 2.91032 1.42354 3.34198 0.622543 0.0547374
10000 0.790479 -0.398569 1.46829 1.30171 -2.92724 6.99239 -5.00433
10500 0.916935 1.75737 -0.361594 1.35502 -3.78451 8.61507 -4.9868
11000 1.34227 0.497777 1.71038 1.81865 2.01486 -2.34937 -2.97662
11500 0.705813 0.863507 0.744465 0.509469 1.64571 2.45822 -9.33682
12000 0.854674 0.0255677 2.05198 0.486471 -2.2241 0.800422 -6.39074
12500 0.655838 1.3236 0.67225 -0.02834 -6.8563 8.28164 -6.92715
13000 1.3872 0.0946202 1.26129 2.8057 -4.30858 5.81459 -4.54936
13500 1.01332 2.45922 1.08624 -0.505488 -4.92318 0.641826 0.15684
14000 1.27886 2.01102 0.341328 1.48423 -5.42941 11.815 -4.64598
14500 1.30085 0.787903 2.24536 0.869289 -0.72788 13.4532 0.00579376
15000 0.486237 0.623399 0.849474 -0.0141627 -5.53382 13.029 -5.59547
15500 1.24499 0.664317 -0.603512 3.67416 -4.57499 12.118 -5.67652
16000 0.777211 1.87302 0.990043 -0.531429 -6.38633 -3.13599 2.02376
16500 0.454739 -0.126507 1.43755 0.0531768 -6.65154 10.2521 -4.09613
17000 1.68426 0.960599 1.078 3.01419 0.855985 6.16283 -0.470675
17500 1.05679 1.05393 1.05801 1.05842 5.38071 6.50791 -1.22259
18000 0.933503 1.11647 1.36448 0.319558 -2.19657 -2.69146 1.22687
18500 0.803462 1.11891 0.625851 0.665622 -2.46944 0.732247 -0.802221
19000 1.14549 1.99767 1.0156 0.423205 -4.38386 1.45823 -1.03042
19500 0.661822 -1.55366 1.79006 1.74908 1.30678 -6.02597 3.99498
20000 1.38969 3.12002 0.0791434 0.969916 -5.17456 -2.62865 1.76641
20500 0.877748 -0.332511 1.96691 0.998845 -0.609272 0.99241 -1.21501
21000 1.44966 2.63272 1.74172 -0.02546 -0.62877 2.23741 2.77258
21500 0.313209 -0.925682 0.60119 1.26412 -4.18964 -8.98813 -5.43188
