# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
60000 1.04853 1.31938 0.741361 1.08486 -2.77761 -10.7701 -1.17152
60500 0.969918 -1.29156 1.34188 2.85943 -3.03056 -19.7303 -1.32479
61000 -0.0320253 0.958355 -0.50186 -0.552571 -6.77211 -11.4454 0.229965
61500 2.94889 2.93827 3.19976 2.70862 1.25347 -19.1264 -4.25915
62000 -0.902116 -0.667719 -0.16901 -1.86962 -4.65654 -2.33747 -6.71108
62500 2.11557 2.86227 1.66972 1.81473 0.759192 1.3657 -5.03942
63000 0.712842 0.810919 0.30853 1.01908 -1.09997 -16.2049 -2.65146
63500 1.22897 0.432612 1.68013 1.57417 0.590957 -13.9967 -4.52164
64000 0.695903 2.22693 -0.525206 0.385981 -2.15737 -4.41357 -3.70443
64500 0.80433 -0.430343 2.48882 0.354517 -0.26348 -2.33605 -7.94419
65000 1.43481 1.89263 0.096558 2.31523 1.26075 -21.5388 -9.50015
65500 1.56351 1.47485 3.27564 -0.0599629 1.79708 -6.40139 -4.70279
66000 0.839737 -0.215402 -0.288393 3.02301 1.03944 4.69245 2.30403
66500 0.128637 -0.0262391 -0.82054 1.23269 6.00058 9.24637 4.53984
67000 1.34048 0.736506 3.63696 -0.352026 0.884998 -8.91939 0.381347
67500 0.792276 2.06948 -0.509106 0.816451 3.26749 2.30657 -0.421166
68000 1.36963 1.17431 0.695448 2.23913 -1.86071 -8.15438 -3.25396
68500 0.732896 0.161478 2.21024 -0.173034 6.17248 -6.23328 0.669822
69000 1.90256 3.06963 0.631304 2.00673 2.3082 -3.20767 -4.41789
69500 0.317535 -0.656538 1.02795 0.581197 4.81874 0.934669 2.87975
70000 0.281991 0.77685 0.493192 -0.424069 -0.981628 -5.35767 2.25635
70500 1.71306 1.87711 2.4046 0.857461 -3.41275 12.4595 -0.229286
71000 0.819685 -0.289944 0.0786425 2.67036 -6.53038 3.51208 -1.4722
71500 0.488273 0.304905 0.340943 0.818972 -1.63222 -15.5835 2.49341
72000 1.60147 1.44283 2.22212 1.13946 6.18941 -9.07045 3.73827
72500 1.0318 2.1499 1.15314 -0.207638 -1.75185 -12.8805 -0.0899681
73000 0.731173 -0.0733079 0.43639 1.83044 -0.438909 -4.58875 -0.590213
73500 1.55475 1.72931 0.460207 2.47474 -2.57252 0.588247 4.8523
74000 1.25833 1.11302 2.08 0.581973 -2.11468 -6.05992 -1.42308
74500 1.013 0.529704 2.66095 -0.151657 4.85592 -2.79423 2.00041
75000 -0.627256 0.333949 -2.92542 0.709708 0.628464 -2.66124 -0.196942
75500 1.99662 1.61112 3.26582 1.11292 0.871608 -2.94023 1.56987
76000 0.821703 -0.213623 0.789971 1.88876 2.74307 -14.1537 5.06973
76500 2.50782 3.14012 1.77263 2.61072 -2.27372 -3.88655 1.32714
77000 -0.133681 0.17589 -0.149524 -0.427409 -0.177033 -1.72188 2.08258
77500 0.800075 1.38708 0.162318 0.850831 1.32881 -1.97139 2.32816
78000 1.38323 0.195485 2.4362 1.51799 -3.81716 9.1552 -1.48422
78500 1.55095 1.37827 1.79699 1.47759 2.30154 -1.97537 5.71787
79000 0.214132 1.2663 -0.641589 0.017685 -0.42037 -1.23927 1.95163
79500 1.6743 1.50799 1.87039 1.64452 -1.52713 6.14754 -3.34887
80000 -0.12204 -0.732077 0.581887 -0.215929 -0.110009 4.50046 5.8952
80500 1.95158 2.218 1.72811 1.90864 -1.63492 3.97689 2.42433
81000 -0.101979 0.0407788 -0.125374 -0.22134 1.04106 6.14972 5.91422
81500 1.54177 0.283491 3.08814 1.25367 2.01073 10.1521 4.67112
82000 1.43129 3.38398 -0.558917 1.46881 1.67616 1.58108 10.6818
82500 0.0829348 -0.684913 0.761571 0.172146 -1.68811 8.65884 6.16605
83000 1.3867 0.960785 1.88909 1.31021 3.15376 5.12723 8.33361
83500 1.42315 1.97027 0.91043 1.38873 -2.45137 2.73329 6.58903
84000 0.0309877 0.0759677 0.05891 -0.0419146 2.20654 -5.55354 3.66658
84500 1.60716 1.51663 1.24326 2.0616 0.44518 0.207329 4.76363
85000 1.59503 1.17568 1.65628 1.95313 -3.22467 4.87519 -0.786164
85500 0.751935 1.13081 0.173808 0.951189 2.2292 -3.77757 1.19624
86000 1.36971 2.26543 2.02738 -0.18369 -2.57491 0.710196 7.08409
86500 -0.0927046 0.160831 -0.198339 -0.240606 0.705195 13.885 5.79302
87000 1.14437 -0.198144 0.622516 3.00874 -3.56946 7.05339 9.42315
87500 1.22735 1.31575 2.25828 0.108028 0.719401 15.3286 14.4758
88000 0.809212 0.653046 0.750117 1.02447 4.29517 2.57162 13.4549
88500 1.65278 0.537653 0.658088 3.76259 3.28452 3.15689 8.92197
89000 0.850239 2.05268 0.691966 -0.193932 0.511663 -7.12356 10.1257
89500 1.00629 0.00666477 2.91307 0.0991432 3.43597 -7.0641 8.42354
90000 0.455563 1.50591 -0.936409 0.797192 -2.08438 -10.5201 2.40912
90500 1.93883 1.94348 2.75801 1.11501 -6.01843 -2.9325 2.8895
91000 -0.478743 0.0339616 -0.696261 -0.773929 1.77491 7.99577 -3.35655
91500 1.96303 2.53881 1.00338 2.3469 -6.73502 15.9615 -2.82428
92000 0.462166 -0.323447 1.91729 -0.207343 -3.57587 21.0861 -1.81421
92500 1.9905 1.19982 1.36825 3.40344 -2.70183 11.8539 -5.19393
93000 0.648578 0.99827 0.424978 0.522487 -6.01451 9.15399 -5.10294
93500 0.665495 0.698295 0.884664 0.413525 -5.54222 -0.929712 -4.29381
94000 2.13632 2.70037 2.21883 1.48975 -1.57431 -3.77292 3.33289
94500 0.325937 0.558036 0.195845 0.22393 0.840529 3.39603 0.623778
95000 0.715841 -0.266884 0.714175 1.70023 0.745378 12.965 5.43321
95500 1.13963 0.62691 2.10574 0.686236 -2.72779 -6.68249 1.91704
96000 0.806254 2.29864 0.8988 -0.778681 -1.97307 3.51728 -5.73212
96500 1.91534 2.35996 0.722326 2.66372 -4.42453 10.7951 -2.48768
97000 0.937054 -0.339409 1.39473 1.75584 0.101759 -2.43986 4.57131
97500 0.441334 0.545508 0.635508 0.142987 -1.47074 1.39948 3.35295
98000 0.770587 1.67719 0.881834 -0.247268 -1.28275 8.01861 0.204132
98500 1.17504 0.933315 0.807606 1.7842 -2.42089 9.86767 -1.77002
99000 1.41569 0.451692 0.891398 2.90397 -7.50279 -11.0338 -0.0602936
99500 0.538456 0.190622 1.27443 0.150317 2.1819 -6.68477 -3.35187
100000 1.32999 2.15003 0.84578 0.994161 0.327434 -10.3443 -0.367904
100500 0.993905 0.886725 1.72483 0.370158 -1.98699 -4.07299 4.11944
101000 0.375523 -0.303897 0.804122 0.626345 -1.66554 6.6184 4.53407
101500 0.999729 0.0138441 0.833187 2.15216 -1.10292 -0.115682 -0.211499
102000 1.0858 2.39323 -1.10837 1.97255 -2.32591 5.32299 1.92181
102500 2.03879 1.81468 3.22385 1.07785 -0.987629 -0.246008 1.97178
103000 -0.107685 0.164914 0.647131 -1.1351 -2.96746 1.36218 -0.0954131
103500 0.742694 1.24099 -0.0838749 1.07097 -5.61599 9.30648 1.12719
104000 1.51101 0.371389 2.74091 1.42074 -4.31792 16.0822 -3.97712
104500 0.73723 0.855478 -0.252221 1.60843 -2.53968 6.39115 -6.64986
105000 1.37739 2.04998 1.82886 0.253312 -1.43194 8.49131 -5.18763
105500 0.603304 -0.243351 1.24109 0.812176 5.36627 11.4649 5.72775
106000 0.978725 2.46776 -0.941122 1.40954 6.91218 -0.13665 8.81405
106500 1.35029 0.25588 2.33083 1.46415 1.13647 9.49285 3.81624
107000 0.198853 0.431297 -0.337432 0.502695 0.416038 -1.88435 10.3478
107500 2.02865 0.836429 3.45888 1.79064 6.30048 4.75792 11.0507
108000 1.36378 1.78518 0.0753094 2.23084 6.25837 -5.04893 10.5219
108500 0.695295 0.0374672 1.26379 0.784625 -3.52402 6.24396 -0.384106
109000 0.383633 0.995995 0.761664 -0.606758 1.06721 8.81314 0.626058
109500 1.41428 1.08596 0.302168 2.85471 -7.48261 5.12425 1.82649
110000 1.32501 0.746113 2.21554 1.01336 1.86189 19.0321 1.93831
110500 0.0616143 1.71783 -1.08001 -0.45297 2.25118 4.82147 4.20901
111000 1.04632 -0.709064 1.3404 2.50761 -2.99461 6.84455 2.56912
111500 0.96045 1.37748 2.22663 -0.722767 -10.0508 11.9346 5.57251
112000 1.28245 1.40859 0.534236 1.90451 -1.41199 2.28452 1.67365
112500 1.0739 1.39602 1.04013 0.785555 -1.9031 4.31055 5.18887
113000 0.992849 1.24835 1.7389 -0.00869993 -3.60271 4.13458 5.68099
113500 1.21227 0.423055 1.09118 2.12259 -1.06041 -2.12196 5.40401
114000 1.03944 0.790826 0.903346 1.42414 -3.65862 3.56439 4.52098
114500 0.544121 0.546277 0.056355 1.02973 -4.64559 -0.171376 1.1838
115000 1.48157 0.936909 1.4135 2.0943 -3.75514 2.62181 3.41667
115500 0.655394 1.04871 1.06619 -0.148718 0.488012 -0.428074 4.92071
116000 0.621065 1.00573 0.113395 0.744067 0.243397 6.218 3.84222
116500 1.09786 1.20755 1.54968 0.536346 -0.414987 9.20924 1.22264
117000 1.47852 1.57441 1.72493 1.13622 -4.03563 -0.62518 1.67596
117500 0.693262 -0.0289672 1.23985 0.868907 0.605587 -3.50064 -2.84091
118000 1.77415 2.009 2.21621 1.09723 0.866514 13.9303 0.412324
118500 0.484946 1.92976 -0.422394 -0.0525336 -0.670016 4.71845 -4.60241
119000 0.807437 0.883837 1.15865 0.379824 -2.80168 18.0887 -0.570004
119500 0.839286 0.0921837 -0.518425 2.9441 -9.04726 4.26321 -4.21071
120000 0.935324 0.576412 1.37075 0.858816 -8.74353 10.6709 0.0423311
120500 1.45619 3.29769 1.36254 -0.291656 -8.84259 6.35452 -6.25384
121000 0.893987 -0.725987 1.64307 1.76488 -2.02838 2.24106 -6.27192
121500 1.41996 2.84438 0.299232 1.11625 -1.16104 6.19504 -2.33783
122000 0.798767 -0.713182 1.29423 1.81526 -3.35864 12.0446 2.51572
122500 1.01488 1.07224 1.79484 0.177567 0.892457 12.4077 5.50512
123000 1.31292 0.75552 0.868181 2.31507 3.03455 20.0074 3.63289
123500 0.753806 2.11068 0.0222987 0.128434 3.32555 14.3298 2.82341
124000 0.560605 -0.121522 1.5488 0.254543 1.95475 13.1218 -0.605503
124500 0.951833 1.38851 0.675633 0.791359 2.83978 11.4334 -3.22771
125000 1.02874 1.13694 0.444606 1.50466 -0.86491 15.4746 -5.03696
125500 1.01581 0.369977 2.33046 0.346986 -3.26217 -1.44978 -6.57357
126000 1.19031 1.8332 0.203737 1.534 -0.616181 6.78222 -4.37781
126500 1.52185 1.42201 1.45938 1.68416 -3.344 8.67254 -5.98904
127000 -0.134637 0.0731987 -0.415009 -0.0621013 0.301449 6.34387 -1.97996
127500 1.71505 1.9958 2.64368 0.505657 -1.86884 13.0135 -6.15271
128000 1.66733 0.380885 1.8582 2.76291 -10.3184 11.438 -4.02185
128500 0.287 0.673745 0.284661 -0.0974052 -4.9965 8.07865 -4.9864
129000 1.3465 1.94376 1.25573 0.840004 -0.452711 11.6481 -3.7852
129500 0.507659 -1.31684 0.727898 2.11192 -3.71697 23.1377 -8.27128
130000 0.859515 0.835198 0.436353 1.30699 3.13196 15.5489 -8.7281
130500 1.23446 2.37897 0.282092 1.0423 -0.0611421 9.267 -1.7086
131000 0.679049 0.635265 0.953369 0.448513 -2.90806 15.6458 -1.0575
131500 2.03054 1.3556 2.81128 1.92475 -2.75131 1.33082 5.56812
132000 0.102865 -0.0395143 0.0169801 0.33113 3.83255 12.5724 7.28106
132500 0.75528 2.36541 0.196101 -0.295667 -2.50763 12.0446 -0.30405
133000 1.8929 1.24556 0.294339 4.1388 -3.87304 0.469545 -1.89843
133500 0.629469 0.506877 3.58863 -2.20709 -2.74096 3.87239 -3.66114
134000 1.25525 1.45368 -0.501272 2.81334 0.223986 -1.02352 4.25139
134500 0.551525 0.293344 1.55866 -0.197428 -1.66291 13.4905 -9.17146
135000 0.847266 -0.0566575 -0.338532 2.93699 2.78413 14.2464 1.46557
135500 1.68448 1.4422 2.04978 1.56146 -4.76487 2.93907 -1.96675
136000 0.0454918 1.85273 0.388069 -2.10432 2.97738 18.3718 -0.389416
136500 1.19469 -0.00153352 2.11193 1.47368 -0.66764 20.1784 0.33971
137000 0.416015 1.11072 -0.87476 1.01209 2.13829 18.0351 -0.451232
137500 1.84311 1.8264 1.94244 1.76048 -5.61684 23.5939 0.439812
138000 0.646077 1.06111 -0.0814436 0.958561 -5.69056 18.6367 -0.404512
138500 1.17449 0.347777 2.50061 0.675096 -2.46587 16.79 1.60096
139000 1.0974 1.13083 0.326098 1.83526 -4.39648 12.0628 1.13736
139500 1.6439 1.23576 1.58271 2.11322 -3.28787 12.907 -0.213351
140000 0.533687 0.81623 1.13429 -0.349456 -5.58192 6.96143 -0.462784
140500 1.44206 0.550874 2.40655 1.36875 -8.68859 7.73526 0.754892
141000 0.647038 0.986196 -0.288648 1.24356 -3.63479 17.908 -1.1721
141500 0.61143 0.102127 0.827423 0.904739 -2.29987 19.0845 -0.148582
142000 0.969867 2.29154 0.427458 0.190602 -0.512173 14.6096 3.16704
142500 0.958547 -0.438281 1.03557 2.27836 -0.816232 -2.20205 2.67811
143000 1.71786 2.39771 1.75016 1.0057 4.23144 3.85466 3.33709
143500 0.518188 0.317075 -0.544422 1.78191 0.257508 -0.325697 -0.0331815
144000 0.811046 0.066066 2.86812 -0.501051 3.61075 4.82152 -1.90649
144500 1.0143 1.20376 1.32933 0.509825 0.6211 3.64919 6.16397
145000 0.879266 0.625952 0.351847 1.66 3.47162 20.7516 -1.74688
145500 1.25293 1.25744 0.825688 1.67566 1.16951 6.13646 -0.778229
146000 1.29541 1.78572 -0.279319 2.37982 2.67219 3.25658 -0.22091
146500 0.62985 0.660709 2.52423 -1.29539 -0.818805 3.03575 -1.00533
147000 0.230735 1.38881 -0.829633 0.133024 -7.33107 10.5866 -8.28861
147500 1.55673 0.837183 1.78524 2.04777 1.4456 8.79424 -5.00009
148000 1.49252 0.904372 1.86615 1.70705 -3.18463 6.08702 -2.39003
148500 0.37513 1.61152 -0.194124 -0.292009 -1.1788 6.36562 -7.11734
149000 1.51507 0.685058 1.72918 2.13096 -4.78622 6.64029 -5.11584
149500 0.826372 1.77901 0.557447 0.142655 -2.08209 13.6765 -1.28985
150000 0.543742 0.190796 0.171258 1.26917 -2.63467 11.9303 -4.30376
150500 1.50462 1.71478 1.88047 0.918615 -1.32035 20.0806 -1.57474
151000 1.03971 1.58842 0.181621 1.3491 -0.20851 17.3728 3.39498
151500 0.635075 -0.154227 1.00759 1.05186 0.474318 5.24416 -6.9563
152000 0.920611 0.329084 2.94875 -0.515996 -1.10642 2.66174 0.580131
152500 2.34976 2.7227 0.677991 3.64857 -4.21706 -1.13027 4.67394
153000 -0.0574042 -0.940725 0.325346 0.443166 -0.823491 0.562286 -0.593903
153500 1.22994 2.11014 1.48383 0.0958512 1.57357 4.21106 -0.98944
154000 0.506285 0.223686 0.27143 1.02374 0.118456 1.03303 -1.1679
154500 1.36833 0.642689 1.735 1.72729 3.83089 8.93279 -2.68278
155000 0.974288 0.768101 1.39276 0.762009 3.9486 11.1475 -4.70547
155500 0.628877 2.3641 5.55856e-05 -0.477525 5.48512 2.84363 -4.49582
156000 1.20766 -0.126246 2.28462 1.46462 5.08843 11.4913 -7.98814
156500 1.36652 0.276681 0.296643 3.52624 -2.00913 5.31428 -8.98786
157000 1.36691 2.11823 1.47398 0.508508 0.0365306 -3.8429 -9.57681
157500 -0.147913 0.30921 0.0413131 -0.794262 3.25601 6.80221 -8.16535
158000 1.94108 2.01703 2.04986 1.75636 2.15281 11.3575 -10.469
158500 1.20999 0.951008 0.967474 1.71149 -0.0843535 9.35904 -8.2503
159000 0.477737 1.03835 0.856118 -0.461259 -0.234561 3.76945 -9.80777
159500 1.16599 0.752918 0.647855 2.09719 0.211625 4.06826 -8.66005
160000 0.958978 0.863369 1.09438 0.919188 -1.40075 8.26771 -6.45143
160500 0.086885 0.556448 0.520774 -0.816566 -1.43315 4.30981 -2.27579
161000 1.79863 2.3161 1.32603 1.75375 0.248481 11.7951 -4.17844
161500 0.955041 0.424475 0.31114 2.12951 -3.0124 3.03551 -3.77984
162000 0.518225 -0.199637 0.950665 0.803646 -0.158744 0.660413 -6.53269
162500 1.15561 1.75473 1.84237 -0.130278 -2.24686 3.74587 -10.2959
163000 1.12947 2.19223 0.782588 0.413603 0.357689 10.6465 -6.72387
163500 1.84943 1.21083 1.41238 2.92509 3.81922 12.1226 -4.61638
164000 0.378244 -1.12596 1.39785 0.862845 1.29795 11.4108 -0.411051
164500 1.4255 2.63534 1.16632 0.474831 4.57306 18.0197 -10.9925
165000 0.42651 0.30385 -0.420846 1.39652 0.788733 2.54965 -10.084
165500 1.24749 1.25774 0.997385 1.48736 -2.25665 -4.06513 -7.0428
166000 0.824761 1.35573 -0.136495 1.25505 5.98679 13.8303 -1.60623
166500 0.273593 -0.465422 1.88946 -0.603262 0.759318 1.99318 -2.2622
167000 1.89515 1.89423 2.32724 1.46399 5.8688 8.12554 4.90977
167500 0.947776 1.86135 -2.04168 3.02366 0.992294 14.4171 -2.75758
168000 1.2491 1.87701 3.40765 -1.53737 0.324542 13.1721 -3.98168
168500 0.478687 1.15997 -0.572463 0.84855 0.478315 13.8472 -1.90068
169000 1.37817 0.796721 1.84539 1.49239 7.57763 28.3804 2.13534
169500 0.21377 -0.594549 0.610586 0.625274 6.50002 15.7314 2.87351
170000 1.037 1.28375 0.243563 1.58369 5.13628 13.4096 2.30805
170500 1.59286 2.27698 2.52477 -0.0231718 2.99304 16.213 -4.21696
171000 0.689012 0.436956 -1.54361 3.17369 5.60915 11.3188 -5.70273
171500 1.72648 1.55178 3.30009 0.327567 4.12473 2.66618 -5.9996
172000 0.675979 0.482318 0.0291562 1.51646 2.85348 3.86571 -0.90318
