# Time-averaged data for fix vv
# TimeStep v_l1 v_l2 v_l3 v_vs
500 153.515 75.129 217.146 2.50446e+06
1000 153.683 73.7967 217.021 2.4613e+06
1500 153.547 73.4268 217.185 2.44865e+06
2000 153.3 73.2841 216.856 2.43626e+06
2500 153.203 73.1281 216.519 2.42576e+06
3000 153.109 73.1149 216.338 2.42181e+06
3500 153.18 73.0626 216.326 2.42105e+06
4000 153.282 73.1139 216.234 2.42334e+06
4500 153.491 73.0831 216.302 2.42638e+06
5000 153.487 73.09 216.313 2.42667e+06
5500 153.442 73.085 216.093 2.42333e+06
6000 153.286 73.0372 215.994 2.41818e+06
6500 153.259 72.9803 216.194 2.4181e+06
7000 153.379 73.0549 216.015 2.42047e+06
7500 153.413 72.9721 215.732 2.41509e+06
8000 153.466 72.9254 215.742 2.41449e+06
8500 153.442 72.9024 215.702 2.4129e+06
9000 153.369 72.826 215.871 2.41112e+06
9500 153.496 72.8904 215.805 2.41451e+06
10000 153.564 72.9216 215.734 2.41582e+06
10500 153.722 72.9257 215.544 2.41632e+06
11000 153.65 73.0051 215.368 2.41583e+06
11500 153.568 72.9558 215.488 2.41425e+06
12000 153.542 72.9219 215.607 2.41406e+06
12500 153.525 72.9942 215.649 2.41665e+06
13000 153.413 73.0281 215.606 2.41552e+06
13500 153.546 72.9821 215.558 2.41557e+06
14000 153.469 72.8814 215.82 2.41395e+06
14500 153.488 72.8344 215.693 2.41128e+06
15000 153.595 72.928 215.334 2.41204e+06
15500 153.518 72.9762 215.366 2.41278e+06
16000 153.507 72.9074 215.657 2.41359e+06
16500 153.468 72.8613 215.614 2.41097e+06
17000 153.417 72.8961 215.596 2.41112e+06
17500 153.459 72.8746 215.535 2.41038e+06
18000 153.403 72.833 215.939 2.41264e+06
18500 153.592 72.8402 216.005 2.41658e+06
19000 153.652 72.8781 215.577 2.414e+06
19500 153.631 72.9644 215.359 2.41409e+06
20000 153.509 72.925 215.467 2.41208e+06
20500 153.514 72.9004 215.691 2.41384e+06
21000 153.411 72.863 215.793 2.41214e+06
21500 153.461 72.8703 215.62 2.41122e+06
22000 153.439 72.8995 215.418 2.40959e+06
22500 153.44 72.9164 215.607 2.41227e+06
23000 153.509 72.8812 215.656 2.41274e+06
23500 153.391 72.8187 215.89 2.41144e+06
24000 153.274 72.9185 215.799 2.41189e+06
24500 153.29 72.8839 215.583 2.40857e+06
25000 153.363 72.7487 215.587 2.40529e+06
25500 153.357 72.7907 215.698 2.40782e+06
26000 153.374 72.7793 215.766 2.40848e+06
26500 153.419 72.7663 215.599 2.4069e+06
27000 153.439 72.8143 215.35 2.406e+06
27500 153.535 72.8309 215.404 2.40867e+06
28000 153.502 72.8909 215.626 2.41261e+06
28500 153.378 72.871 215.787 2.4118e+06
29000 153.368 72.8442 215.655 2.40929e+06
29500 153.36 72.8336 215.588 2.40807e+06
30000 153.435 72.8032 215.727 2.4098e+06
30500 153.388 72.7832 215.827 2.40951e+06
31000 153.397 72.7734 215.6 2.40679e+06
31500 153.274 72.7552 215.664 2.40498e+06
32000 153.38 72.7189 215.719 2.40604e+06
32500 153.404 72.7051 215.744 2.40625e+06
33000 153.418 72.7252 215.743 2.40713e+06
33500 153.397 72.7595 215.585 2.40616e+06
34000 153.428 72.7627 215.665 2.40764e+06
34500 153.419 72.6953 215.926 2.40819e+06
35000 153.339 72.7521 215.864 2.40813e+06
35500 153.392 72.7256 215.75 2.40679e+06
36000 153.325 72.7356 215.628 2.40472e+06
36500 153.223 72.8067 215.726 2.40656e+06
37000 153.288 72.7227 215.887 2.40659e+06
37500 153.18 72.708 215.818 2.40365e+06
38000 153.278 72.7097 215.67 2.4036e+06
38500 153.335 72.6062 215.796 2.40247e+06
39000 153.216 72.696 215.642 2.40186e+06
39500 153.262 72.7177 215.552 2.4023e+06
40000 153.37 72.6687 215.76 2.40468e+06
40500 153.317 72.7424 215.608 2.4046e+06
41000 153.35 72.8301 215.483 2.40662e+06
41500 153.361 72.7686 215.507 2.40502e+06
42000 153.332 72.7254 215.529 2.40339e+06
42500 153.3 72.6942 215.65 2.40321e+06
43000 153.294 72.6921 215.628 2.4028e+06
43500 153.419 72.8064 215.405 2.40606e+06
44000 153.568 72.8165 215.756 2.41264e+06
44500 153.71 72.779 215.726 2.41329e+06
45000 153.542 72.8448 215.525 2.4106e+06
45500 153.453 72.8631 215.487 2.40937e+06
46000 153.335 72.7885 215.886 2.4095e+06
46500 153.4 72.8376 215.572 2.40864e+06
