# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
39000 2.63661 5.07217 2.49401 0.343651 0.0157039 4.14075 28.9291
39500 -0.182593 -0.833086 -3.66616 3.95146 -3.40547 -13.5155 33.7349
40000 1.08014 1.95272 4.06329 -2.77559 -3.1649 -2.01133 25.9659
40500 2.66706 0.84556 4.79317 2.36244 -8.93982 -0.39718 19.0223
41000 -0.0673629 2.5214 -3.83535 1.11186 -6.89109 8.158 11.2299
41500 0.741762 -1.20076 2.31272 1.11333 -11.1657 -6.27561 10.0932
42000 1.19782 2.17217 0.963999 0.457285 -13.1277 9.02315 13.902
42500 0.940162 -2.22636 0.820116 4.22673 4.42114 38.1598 33.4529
43000 1.20148 4.58304 1.13882 -2.11741 -4.31922 20.9553 47.3998
43500 0.374021 -0.809921 -0.529973 2.46196 -6.17426 25.2745 41.6454
44000 0.655992 2.32696 -0.149966 -0.209016 -3.74631 -17.0695 51.9419
44500 1.71877 0.071839 5.64515 -0.560677 -5.09658 -45.7646 52.2901
45000 0.0593226 0.975229 -3.46208 2.66481 -7.44285 -40.2916 36.5387
45500 1.9038 1.61289 2.55526 1.54325 -6.48297 -20.4419 17.5193
46000 0.814043 -0.814507 4.08724 -0.830606 3.61375 -1.33345 7.98898
46500 -0.0206771 0.509671 -2.79393 2.22223 1.75665 42.2859 15.1115
47000 1.58309 0.0818088 3.70607 0.961392 0.550209 15.6644 7.80914
47500 0.785507 1.52325 -0.672579 1.50585 -0.485058 0.691729 8.18916
48000 2.3358 2.23672 4.06393 0.706746 -7.87434 -9.83396 15.6069
48500 0.696359 0.940057 -2.05252 3.20155 3.46385 4.61075 35.1687
49000 1.16569 4.11788 2.22457 -2.84538 -4.76955 28.0599 47.6955
49500 0.308705 -0.145051 -1.42797 2.49913 -17.2592 8.59551 48.6872
50000 1.09886 -0.634115 1.8812 2.04951 -1.11368 -28.3667 35.2912
50500 2.34656 3.60665 2.57975 0.853286 -3.05715 -13.6691 14.2986
51000 -0.279559 -1.63144 -0.191172 0.983938 -8.17935 1.58324 -4.10603
51500 0.717402 1.54218 2.63212 -2.02209 -2.62104 0.847345 -1.33393
52000 1.303 0.9879 -1.81038 4.73146 6.04319 12.0213 6.30786
52500 0.958319 0.838906 1.00766 1.02839 4.89838 -22.9739 3.58933
53000 1.5059 1.73782 3.03992 -0.260032 7.85449 -21.5068 23.7816
53500 -0.62443 -0.963312 -1.54724 0.63726 -1.92154 -17.0931 13.5882
54000 3.44221 3.04501 3.70008 3.58155 -0.420269 -20.437 14.5409
54500 -0.0811096 2.27671 -2.22534 -0.294707 5.92378 -35.7969 29.1194
55000 0.326361 -0.258719 -0.341359 1.57916 2.62641 9.88361 35.6406
55500 2.43072 3.32045 2.72929 1.24241 -14.017 -8.8202 16.5304
56000 -0.88393 -3.17656 0.982036 -0.45727 3.48894 -0.137583 10.8819
56500 1.76132 2.16734 2.52758 0.589033 -0.498762 -16.1346 18.5481
57000 0.139712 0.0648619 1.88042 -1.52614 5.84042 -14.6898 20.772
57500 1.93694 2.6397 -0.43753 3.60864 -2.0303 7.33124 21.8173
58000 0.647177 1.75816 -0.652728 0.836097 -10.2115 22.9703 12.132
58500 1.68879 -0.242644 2.65797 2.65105 -6.24855 -31.6174 2.69442
59000 0.53837 1.12672 0.575555 -0.0871692 2.7046 -16.9693 11.5044
59500 0.629634 0.970094 0.289767 0.629041 -2.02483 -3.57668 13.5854
60000 2.14934 1.22915 2.43771 2.78116 -4.22692 -24.4832 13.923
60500 -0.589719 1.59941 -0.981601 -2.38696 -0.947622 7.13329 26.3858
61000 2.75884 2.23344 2.7969 3.24617 -12.1814 15.6198 22.4798
61500 -1.63637 -2.54249 -0.458748 -1.90788 -5.66028 14.3924 29.5991
62000 3.16242 2.98498 2.41568 4.0866 -9.0118 -42.4489 32.1616
62500 1.92912 1.83855 2.54214 1.40667 -7.3123 -6.50269 9.51262
63000 -0.0625255 -0.708953 -0.426737 0.948113 -1.62766 9.74788 4.35517
63500 1.71019 1.67032 1.0868 2.37345 -0.311629 -1.67187 -5.25605
64000 0.87181 0.371105 3.03493 -0.790609 -2.6031 2.08854 13.2661
64500 1.8729 3.32869 0.454233 1.83579 -2.5902 19.1745 20.5825
65000 -0.673918 -1.28977 0.575049 -1.30703 -0.381306 -2.48944 39.905
65500 1.7191 2.62415 1.45724 1.07591 -1.85491 15.8152 51.7075
66000 1.68738 0.897227 2.67819 1.48672 -8.93149 -14.3929 58.6595
66500 -0.981594 0.520914 -2.25477 -1.21093 9.55545 -22.5971 48.9799
67000 1.19561 -0.754953 1.41714 2.92466 0.990341 -8.01714 41.1683
67500 1.6359 1.57989 1.90606 1.42176 3.98959 1.10548 30.7527
68000 1.57604 2.78186 1.5385 0.407768 -9.37334 17.964 38.7625
68500 -0.612679 -3.67704 2.2436 -0.404595 2.84583 -12.3758 42.6013
69000 2.70871 5.77332 -3.97478 6.3276 -5.82473 -9.51189 46.5729
69500 -0.242374 -1.99632 1.14143 0.127767 -8.63026 -28.2056 35.3059
70000 -0.218256 1.01852 3.07906 -4.75235 -9.04504 -34.7173 22.4312
70500 3.52055 2.14137 3.03374 5.38654 -11.5755 3.79343 31.6021
71000 0.0167291 0.128614 -1.17591 1.09748 -17.7177 -10.8637 27.5617
71500 0.972359 3.12432 -0.0808832 -0.126363 -5.25354 -28.5053 23.0196
