# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
4600000 -54.689 -77.4032 -30.0643 -56.5996 -3.41547 8.17788 -1.21215
4800000 -54.8159 -78.6529 -32.2445 -53.5501 -2.56927 12.5116 -2.63177
5000000 -55.6469 -77.9164 -33.5501 -55.4741 0.940556 8.51927 3.0175
5200000 -58.2548 -80.7155 -32.4319 -61.6169 -1.09287 10.4098 0.929009
5400000 -56.8055 -78.3569 -31.8911 -60.1684 -2.51356 9.56289 1.25071
5600000 -58.3053 -81.8534 -31.5629 -61.4995 -1.25084 12.4761 5.85996
5800000 -61.0963 -84.3131 -31.1666 -67.8091 -0.0724925 9.80408 5.73551
6000000 -63.9504 -86.6759 -32.5427 -72.6325 -1.48568 13.7063 6.30788
6200000 -64.7447 -86.2559 -35.0567 -72.9215 -2.45826 16.0356 1.82806
6400000 -66.804 -88.4631 -34.7854 -77.1636 -3.32962 18.466 0.557045
6600000 -66.9381 -89.5115 -34.4025 -76.9004 -1.69631 17.5269 1.61105
6800000 -67.9403 -89.9756 -36.4719 -77.3733 -0.719198 19.6367 2.57861
7000000 -68.5368 -88.6658 -40.9229 -76.0217 -3.46023 18.738 -1.57478
7200000 -67.7859 -88.7955 -38.3036 -76.2586 -4.13552 18.7562 0.0378984
7400000 -71.7671 -93.1714 -40.9396 -81.1903 -3.39725 19.5778 -2.72417
7600000 -73.0835 -94.2094 -40.2609 -84.7802 -3.14516 20.3788 -1.45044
7800000 -73.8858 -95.7101 -43.1057 -82.8417 -5.12437 19.3653 -4.04658
8000000 -74.8525 -96.6239 -45.8014 -82.1322 -3.63691 18.6691 -3.1712
8200000 -70.8934 -91.1007 -45.0749 -76.5045 -1.15244 16.2421 -1.49981
8400000 -72.0896 -92.714 -44.0602 -79.4945 -2.764 15.7513 1.40171
8600000 -77.0084 -98.5487 -44.6271 -87.8493 -5.36447 18.2149 -4.1783
8800000 -78.6313 -101.155 -45.4161 -89.3225 -4.09548 19.121 -1.30661
9000000 -79.2969 -100.382 -47.4988 -90.0098 -3.00808 17.8763 -2.12363
9200000 -81.6646 -101.593 -48.5969 -94.8038 -4.39075 22.7922 -3.38364
9400000 -80.8213 -99.1723 -50.493 -92.7986 -5.07703 21.7748 -2.97475
9600000 -81.7907 -101.314 -49.6171 -94.4416 -4.26052 16.8639 -2.48724
9800000 -79.8506 -101.182 -49.7034 -88.6663 -3.26792 15.6855 -2.07187
10000000 -81.2775 -102.183 -50.8885 -90.7605 -3.86511 18.189 -3.12404
10200000 -79.1902 -102.35 -47.0822 -88.1385 -2.94803 13.3012 -2.12188
10400000 -80.6715 -104.579 -49.7236 -87.7113 -2.54861 14.0768 1.26081
10600000 -84.5908 -106.662 -49.1986 -97.9114 -2.68244 18.2673 -3.91755
10800000 -82.7334 -106.884 -46.2676 -95.0486 0.163655 15.2853 -0.251793
11000000 -82.8447 -107.123 -49.9321 -91.4786 -1.28261 15.0434 0.156711
11200000 -85.3061 -107.956 -51.4087 -96.5539 -0.597149 19.2729 0.421934
11400000 -82.3434 -103.11 -49.6804 -94.2397 -1.26371 19.571 3.68347
11600000 -84.8853 -104.601 -53.249 -96.8056 -1.4223 18.1284 -0.838877
11800000 -85.1351 -104.991 -51.3246 -99.09 -1.27522 16.8463 2.96527
12000000 -87.2363 -107.771 -51.4893 -102.449 -0.289938 15.1406 1.95059
12200000 -88.5752 -110.193 -53.2132 -102.32 -2.20855 15.7614 0.0211343
12400000 -88.6813 -110.478 -53.2653 -102.301 -2.50282 15.5239 -3.46577
12600000 -88.6588 -109.661 -52.8905 -103.424 -1.60884 16.6294 -1.97456
12800000 -88.7069 -109.905 -53.4638 -102.752 -1.18537 17.1823 -0.343999
13000000 -89.72 -111.217 -53.9762 -103.967 -0.148431 16.7872 2.03277
13200000 -86.9453 -111.467 -51.6752 -97.6933 0.859319 10.1249 0.0348143
13400000 -88.8003 -112.156 -52.391 -101.854 -0.446693 10.2501 -0.684925
13600000 -90.223 -111.937 -55.6786 -103.053 -2.31254 11.2442 -2.29497
13800000 -86.2422 -109.753 -52.3971 -96.5768 -0.217368 6.64002 3.52577
14000000 -87.7089 -111.657 -55.1354 -96.3342 -0.686784 8.34623 3.02235
14200000 -89.8767 -115.931 -56.4047 -97.2941 1.41267 3.7087 4.91765
14400000 -93.0017 -115.953 -58.1184 -104.934 0.185314 7.77758 3.11275
14600000 -93.2118 -114.445 -57.9994 -107.191 -0.660225 10.0165 2.40598
14800000 -92.5867 -114.522 -56.9856 -106.252 -0.410128 9.49613 2.72827
15000000 -91.4015 -112.564 -54.2796 -107.361 -2.43818 9.86292 -2.14948
15200000 -92.6049 -112.239 -55.1214 -110.455 -2.65335 13.3537 -3.60466
15400000 -96.6349 -117.579 -60.5175 -111.808 -3.72595 14.2817 -0.83977
15600000 -96.0021 -117.508 -58.6621 -111.836 -2.24232 16.3509 -1.90431
15800000 -96.8572 -117.133 -59.1049 -114.333 -1.97255 12.7917 -1.93764
16000000 -99.0685 -118.677 -60.0382 -118.49 -0.836979 14.298 0.798175
16200000 -100.11 -121.458 -58.7902 -120.081 -0.694678 15.0184 -0.282568
16400000 -101.92 -122.118 -59.642 -123.999 -1.69518 17.0717 -1.1957
16600000 -100.878 -122.094 -60.9245 -119.617 -1.9639 14.556 -0.842602
16800000 -100.563 -121.93 -60.0102 -119.75 -2.04227 13.6425 3.6803
17000000 -98.861 -121.345 -57.4794 -117.758 -1.34088 12.9507 5.99065
17200000 -96.5138 -118.669 -55.7206 -115.152 -1.6557 14.2542 5.82575
17400000 -98.2325 -119.346 -58.8137 -116.538 -2.30394 14.7974 1.86223
17600000 -98.3327 -119.736 -59.7987 -115.463 -1.78994 13.3489 0.95938
17800000 -100.799 -121.098 -59.5147 -121.783 -1.58936 18.9696 2.36812
18000000 -101.455 -121.182 -60.1559 -123.027 -3.3554 20.2911 0.639885
18200000 -100.223 -120.488 -60.2162 -119.964 -3.51733 16.312 -0.850863
18400000 -102.439 -122.509 -63.1694 -121.637 -2.0906 17.6325 -1.28526
18600000 -101.036 -122.338 -63.0877 -117.683 -2.05854 14.7168 -2.56543
18800000 -100.971 -122.712 -63.5455 -116.656 -4.2954 11.385 -5.41044
19000000 -101.279 -123.509 -62.9905 -117.338 -5.263 10.4526 -4.11238
19200000 -100.877 -121.488 -64.1639 -116.978 -5.48128 10.4644 -5.3154
19400000 -102.207 -123.268 -63.4631 -119.89 -4.96619 13.0063 -3.87781
19600000 -100.244 -122.34 -60.5666 -117.825 -5.3021 11.9066 -5.50966
19800000 -103.267 -124.14 -61.9403 -123.722 -4.84017 13.4937 -5.79753
20000000 -102.953 -124.553 -61.5348 -122.77 -3.14257 17.5065 -4.44159
