# Time-averaged data for fix vv
# TimeStep v_l1 v_l2 v_l3 v_vs
104000 304.317 147.796 217.294 9.77321e+06
104500 304.165 147.853 217.3 9.77234e+06
105000 304.217 147.861 217.259 9.77271e+06
105500 304.229 147.814 217.308 9.77216e+06
106000 304.461 147.774 217.263 9.77502e+06
106500 304.241 147.879 217.355 9.77901e+06
107000 304.141 147.801 217.478 9.77615e+06
107500 304.197 147.864 217.35 9.77639e+06
108000 304.264 147.87 217.311 9.77718e+06
108500 304.419 147.783 217.377 9.77936e+06
109000 304.326 147.87 217.229 9.77542e+06
109500 304.245 147.822 217.286 9.77222e+06
110000 304.196 147.752 217.4 9.77116e+06
110500 304.214 147.68 217.439 9.76875e+06
111000 304.193 147.798 217.37 9.77273e+06
111500 304.272 147.762 217.294 9.76953e+06
112000 304.254 147.85 217.309 9.77541e+06
112500 304.36 147.829 217.35 9.77928e+06
113000 304.348 147.796 217.252 9.77229e+06
113500 304.397 147.767 217.226 9.77082e+06
114000 304.195 147.815 217.377 9.7743e+06
114500 304.378 147.829 217.341 9.77943e+06
115000 304.387 147.821 217.199 9.77284e+06
115500 304.293 147.922 217.171 9.77524e+06
116000 304.325 147.813 217.279 9.77392e+06
116500 304.121 147.781 217.348 9.76832e+06
117000 304.189 147.815 217.264 9.76898e+06
117500 304.215 147.884 217.182 9.77072e+06
118000 304.307 147.815 217.284 9.77369e+06
118500 304.284 147.806 217.26 9.77126e+06
119000 304.416 147.819 217.203 9.77379e+06
119500 304.289 147.847 217.363 9.77876e+06
120000 304.212 147.814 217.331 9.77265e+06
120500 304.269 147.903 217.235 9.77611e+06
121000 304.18 147.867 217.253 9.77163e+06
121500 304.224 147.884 217.28 9.77537e+06
122000 304.402 147.827 217.245 9.77576e+06
122500 304.317 147.884 217.223 9.77577e+06
123000 304.221 147.902 217.315 9.77804e+06
123500 304.282 147.9 217.363 9.78211e+06
124000 304.364 147.896 217.347 9.78371e+06
124500 304.469 147.855 217.212 9.77832e+06
125000 304.478 147.871 217.111 9.77505e+06
125500 304.508 147.853 217.138 9.77606e+06
126000 304.332 147.836 217.293 9.77631e+06
126500 304.366 147.89 217.318 9.78208e+06
127000 304.378 147.801 217.28 9.77484e+06
127500 304.395 147.836 217.269 9.77727e+06
128000 304.443 147.772 217.34 9.77772e+06
128500 304.312 147.806 217.363 9.77682e+06
129000 304.426 147.771 217.312 9.77581e+06
129500 304.493 147.844 217.106 9.77354e+06
130000 304.463 147.928 217.142 9.7798e+06
130500 304.358 147.835 217.336 9.77895e+06
131000 304.387 147.754 217.369 9.77607e+06
131500 304.396 147.739 217.284 9.77152e+06
132000 304.434 147.78 217.256 9.77417e+06
132500 304.371 147.859 217.162 9.7731e+06
133000 304.298 147.782 217.246 9.7695e+06
133500 304.236 147.834 217.361 9.77611e+06
134000 304.166 147.716 217.417 9.76854e+06
134500 304.252 147.622 217.395 9.76411e+06
135000 304.399 147.756 217.231 9.77038e+06
135500 304.282 147.762 217.215 9.76628e+06
136000 304.322 147.7 217.344 9.76919e+06
136500 304.352 147.771 217.179 9.76748e+06
137000 304.312 147.799 217.213 9.76956e+06
137500 304.433 147.663 217.35 9.77069e+06
138000 304.189 147.678 217.477 9.76948e+06
138500 304.111 147.751 217.432 9.76983e+06
139000 304.307 147.716 217.355 9.77032e+06
139500 304.381 147.759 217.285 9.77241e+06
140000 304.219 147.753 217.23 9.76436e+06
140500 304.47 147.772 217.253 9.7747e+06
141000 304.336 147.786 217.351 9.77569e+06
141500 304.437 147.751 217.292 9.77401e+06
142000 304.314 147.856 217.351 9.77967e+06
142500 304.257 147.796 217.418 9.77688e+06
143000 304.324 147.786 217.375 9.77644e+06
143500 304.202 147.768 217.386 9.77183e+06
144000 304.102 147.789 217.463 9.77342e+06
144500 304.154 147.806 217.441 9.77527e+06
145000 304.148 147.779 217.409 9.77184e+06
145500 304.21 147.892 217.32 9.7773e+06
146000 304.28 147.907 217.315 9.78031e+06
146500 304.302 147.842 217.377 9.77954e+06
147000 304.235 147.816 217.332 9.77359e+06
147500 304.238 147.842 217.28 9.77305e+06
148000 304.283 147.737 217.385 9.7723e+06
148500 304.281 147.735 217.472 9.77601e+06
149000 304.31 147.737 217.376 9.77277e+06
149500 304.369 147.716 217.308 9.77018e+06
150000 304.248 147.871 217.283 9.77546e+06
150500 304.32 147.808 217.274 9.77314e+06
151000 304.241 147.761 217.266 9.76718e+06
151500 304.252 147.807 217.215 9.76827e+06
152000 304.349 147.715 217.288 9.76854e+06
152500 304.274 147.776 217.252 9.7686e+06
153000 304.188 147.934 217.109 9.76985e+06
153500 304.317 147.872 217.203 9.77411e+06
154000 304.324 147.784 217.331 9.77424e+06
154500 304.437 147.779 217.251 9.774e+06
155000 304.563 147.789 217.173 9.7752e+06
155500 304.471 147.786 217.175 9.7721e+06
156000 304.45 147.782 217.199 9.77223e+06
156500 304.302 147.803 217.25 9.7712e+06
157000 304.285 147.834 217.27 9.77358e+06
157500 304.253 147.81 217.261 9.77059e+06
158000 304.289 147.904 217.145 9.77274e+06
158500 304.397 147.821 217.197 9.77308e+06
159000 304.497 147.738 217.258 9.77355e+06
159500 304.442 147.724 217.345 9.77479e+06
160000 304.43 147.746 217.327 9.77501e+06
160500 304.365 147.785 217.22 9.77069e+06
161000 304.351 147.808 217.084 9.76566e+06
161500 304.451 147.749 217.106 9.76595e+06
162000 304.179 147.815 217.228 9.76706e+06
162500 304.087 147.792 217.324 9.76689e+06
163000 304.282 147.695 217.259 9.76386e+06
163500 304.279 147.716 217.299 9.76695e+06
164000 304.375 147.676 217.367 9.77041e+06
164500 304.268 147.663 217.488 9.77155e+06
165000 304.276 147.651 217.49 9.77105e+06
165500 304.242 147.815 217.279 9.77136e+06
166000 304.282 147.774 217.273 9.76964e+06
166500 304.165 147.849 217.36 9.77476e+06
167000 304.329 147.737 217.262 9.76829e+06
167500 304.336 147.764 217.209 9.76789e+06
168000 304.294 147.835 217.209 9.77121e+06
168500 304.363 147.753 217.315 9.7728e+06
169000 304.551 147.732 217.281 9.77591e+06
169500 304.36 147.78 217.324 9.77487e+06
170000 304.419 147.833 217.239 9.77644e+06
170500 304.307 147.88 217.185 9.77358e+06
171000 304.408 147.843 217.146 9.77254e+06
171500 304.137 147.774 217.336 9.76787e+06
172000 304.236 147.681 217.441 9.76957e+06
172500 304.173 147.736 217.384 9.7686e+06
173000 304.182 147.838 217.249 9.76957e+06
173500 304.371 147.772 217.215 9.7698e+06
174000 304.262 147.711 217.369 9.76915e+06
174500 304.311 147.766 217.354 9.77372e+06
175000 304.395 147.81 217.27 9.77557e+06
175500 304.393 147.73 217.247 9.76916e+06
176000 304.211 147.707 217.381 9.7678e+06
176500 304.354 147.724 217.376 9.77332e+06
177000 304.371 147.736 217.238 9.76842e+06
177500 304.457 147.796 217.145 9.77102e+06
178000 304.463 147.742 217.34 9.77636e+06
178500 304.405 147.704 217.459 9.77739e+06
179000 304.37 147.735 217.37 9.77431e+06
179500 304.455 147.726 217.299 9.7732e+06
180000 304.426 147.816 217.212 9.77433e+06
180500 304.356 147.804 217.262 9.77354e+06
181000 304.241 147.685 217.382 9.76736e+06
181500 304.248 147.812 217.329 9.7736e+06
182000 304.231 147.805 217.346 9.77337e+06
182500 304.194 147.787 217.423 9.77448e+06
183000 304.331 147.792 217.318 9.77442e+06
183500 304.349 147.895 217.035 9.76917e+06
184000 304.165 147.92 217.137 9.76944e+06
184500 304.188 147.862 217.284 9.77299e+06
185000 304.198 147.857 217.235 9.77072e+06
185500 304.291 147.909 217.195 9.77536e+06
186000 304.468 147.777 217.267 9.77558e+06
186500 304.639 147.819 217.124 9.77742e+06
187000 304.443 147.793 217.207 9.77315e+06
187500 304.359 147.822 217.193 9.77171e+06
188000 304.297 147.867 217.215 9.77372e+06
188500 304.334 147.88 217.167 9.77356e+06
189000 304.356 147.846 217.162 9.77182e+06
189500 304.403 147.81 217.25 9.77491e+06
190000 304.344 147.699 217.407 9.77274e+06
190500 304.159 147.681 217.438 9.76702e+06
191000 304.334 147.641 217.327 9.76498e+06
191500 304.281 147.695 217.311 9.7661e+06
192000 304.189 147.758 217.264 9.76519e+06
192500 304.283 147.72 217.354 9.76977e+06
193000 304.355 147.665 217.409 9.77093e+06
193500 304.274 147.669 217.374 9.76698e+06
194000 304.163 147.736 217.517 9.7743e+06
194500 304.309 147.6 217.503 9.76938e+06
195000 304.306 147.652 217.45 9.77036e+06
195500 304.297 147.713 217.245 9.76485e+06
196000 304.166 147.789 217.209 9.76412e+06
196500 304.324 147.849 217.221 9.77367e+06
197000 304.333 147.734 217.347 9.77198e+06
197500 304.122 147.689 217.499 9.76908e+06
198000 304.219 147.77 217.416 9.7738e+06
198500 304.199 147.793 217.314 9.77006e+06
199000 304.265 147.8 217.13 9.76442e+06
199500 304.171 147.773 217.22 9.76366e+06
200000 304.182 147.675 217.404 9.76581e+06
