# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
85500 1.72127 1.18787 0.836531 3.13942 2.83161 4.45692 -4.36337
86000 0.909021 2.22657 1.32915 -0.828656 2.57334 4.42964 -6.92871
86500 1.10866 0.902519 1.43916 0.984286 10.2571 2.30337 2.37542
87000 0.828682 -0.24932 0.378433 2.35693 3.94915 5.91818 -1.98473
87500 0.232899 0.745921 0.520907 -0.568133 -2.00351 -2.53986 -4.95998
88000 1.41513 1.88291 1.39577 0.966707 1.91704 8.20486 -5.05376
88500 0.958202 0.839552 -0.131977 2.16703 2.98363 -2.77937 -8.92137
89000 1.1756 0.986328 1.38575 1.15471 3.64694 -1.69483 -9.43976
89500 1.43459 1.49993 1.60158 1.20225 1.02387 -1.38253 -1.8237
90000 0.95329 0.696824 0.515165 1.64788 -0.139526 5.67708 2.78126
90500 0.279057 0.303187 1.49024 -0.956259 2.98522 3.67097 -4.00946
91000 1.69697 1.25495 1.12494 2.71103 -0.775747 -1.22661 -1.57958
91500 0.640365 -0.849352 2.56212 0.208332 -1.07188 0.289097 0.711657
92000 0.953675 2.32267 -0.457529 0.995879 -3.47189 2.49368 -1.02782
92500 0.886533 0.809173 0.826891 1.02353 0.230992 -2.76319 -7.32787
93000 1.07017 1.46709 0.576988 1.16642 -3.91995 3.95158 -1.58278
93500 0.452381 -0.472556 0.557221 1.27248 4.3065 -14.7258 -4.07638
94000 2.50564 3.0583 3.32422 1.13441 3.22865 -5.99626 -2.9011
94500 -0.0193858 0.421373 -0.230101 -0.249429 0.816575 -10.1663 8.01191
95000 1.86091 2.6121 1.81005 1.16059 0.745261 -8.48021 5.92534
95500 0.159024 -0.392489 0.355694 0.513868 -1.29037 0.610936 3.88247
96000 2.12196 1.83861 2.95471 1.57256 3.33281 7.5581 -0.345386
96500 -0.421997 -1.28491 -1.2194 1.23831 6.88059 3.00439 3.90863
97000 1.16789 2.29849 1.4008 -0.195612 4.21382 0.162371 1.14064
97500 1.32505 0.909632 1.27003 1.79549 3.89578 6.15991 4.5769
98000 1.23588 1.9572 1.47691 0.27351 4.52415 4.56227 -1.35019
98500 0.133668 -0.429223 -0.445037 1.27526 2.21268 -9.21418 2.81827
99000 1.28284 2.65241 1.01203 0.184086 -3.05795 -0.80401 0.0425288
99500 1.52193 0.301439 1.42209 2.84227 1.31627 4.81042 -2.98716
100000 1.214 1.59315 2.2764 -0.227551 -1.16646 12.1212 -0.230043
100500 0.414735 -0.208494 0.301638 1.15106 -5.99429 12.9696 -5.09997
101000 1.47612 1.69485 1.2831 1.45041 1.05256 12.2263 -2.73277
101500 1.41001 2.15822 0.659857 1.41195 1.19252 13.9177 2.54546
102000 0.226729 0.136991 0.702792 -0.159598 1.6833 8.38933 -1.82819
102500 1.37775 2.13229 0.686423 1.31455 -1.08967 3.90567 -7.46711
103000 0.729759 -1.31689 1.20776 2.2984 3.94319 -3.97733 -3.8836
103500 1.83805 1.71984 2.68806 1.10624 3.11145 -7.99381 -3.91769
104000 -0.120037 0.560199 -0.210187 -0.710123 -1.83839 9.46851 0.481176
104500 1.36545 1.0583 1.51398 1.52406 -3.13505 -0.900982 2.63132
105000 1.0714 0.341674 1.0312 1.84133 -0.487641 4.08595 1.40863
105500 0.853173 2.64769 -0.301259 0.21309 -2.11706 0.780937 6.93027
106000 1.4184 0.29905 2.72078 1.23537 -1.33112 -4.91673 -3.73239
106500 1.1476 0.711199 0.486764 2.24484 -3.49521 -0.506607 -0.617005
107000 0.841917 1.07718 1.27575 0.172814 2.00107 -16.9766 -1.38237
107500 1.35126 2.47029 1.25088 0.332624 -2.0909 -2.79862 -4.64492
108000 0.588339 0.713381 -0.552516 1.60415 -3.52329 1.47818 -3.93068
108500 1.04743 0.523866 1.78233 0.836096 3.03471 -17.5758 -4.12653
109000 0.560281 0.652529 -0.0107796 1.03909 1.66412 14.2755 -4.92261
109500 0.493573 0.346867 1.05122 0.0826362 4.58821 11.286 1.22744
110000 1.86581 1.56951 0.91766 3.11026 5.02873 -1.90935 6.33516
110500 1.75934 2.08743 2.21122 0.979354 3.63785 -0.307972 -0.763124
111000 -0.569045 -0.621678 -0.199555 -0.885901 8.25755 -2.46856 2.20014
111500 2.43938 2.47033 2.40491 2.4429 4.24771 4.57039 0.785112
112000 1.09236 1.5844 0.676835 1.01584 7.00922 5.10407 5.25396
112500 0.0651012 -1.07355 0.558904 0.709954 7.00312 -2.0951 4.23144
113000 1.17649 2.23106 1.4385 -0.140084 5.18917 9.67105 0.625364
113500 1.0744 0.716501 0.335779 2.17093 8.52927 6.72033 -7.75798
114000 0.231561 -0.299446 0.907212 0.0869157 3.54637 -2.69244 -6.32085
114500 1.53215 1.53731 1.43804 1.62108 1.16373 -9.1947 -8.37146
115000 0.940748 0.683671 1.85064 0.287933 4.44232 -4.82122 -2.62663
115500 0.878867 0.932475 0.363573 1.34055 4.11747 -5.06327 -0.438939
116000 0.742481 0.153212 0.221341 1.85289 4.44773 -6.10088 6.00682
116500 0.355088 0.276376 0.657559 0.131329 0.781469 0.870142 6.83375
117000 1.91462 2.44365 2.52734 0.772879 8.65002 11.7227 6.53243
117500 1.26673 2.14268 -0.0947633 1.75228 7.04417 4.55725 7.90891
118000 1.42416 0.724403 1.91527 1.63282 11.2287 2.05045 5.48808
118500 -0.105743 0.369837 0.259289 -0.946356 -0.739852 1.91274 -2.43112
119000 1.72791 1.30042 1.65512 2.22819 5.9517 7.08618 1.69117
119500 0.401093 0.134544 0.549692 0.519043 3.51335 -9.83352 -9.16879
120000 1.71682 2.63536 1.63354 0.881555 3.31106 -1.01284 -5.59188
